order_item_id,order_id,product_id,quantity,unit_price
2342,773,65,1,43.46
2343,773,5,2,111.66
2344,774,112,2,207.15
2345,774,190,2,133.88
2346,774,179,5,220.51
2347,774,42,5,101.17
2348,775,128,2,240.38
2349,775,77,3,252.54
2350,775,45,4,68.19
2351,776,192,1,303.95
2352,776,130,5,217.69
2353,776,179,5,220.51
2354,776,126,5,215.5
2355,777,33,4,331.9
2356,777,53,5,145.79
2357,778,167,5,178.64
2358,778,124,3,301.09
2359,778,15,1,372.05
2360,778,85,4,64.37
2361,778,169,5,256.85
2362,779,99,1,78.89
2363,780,179,3,220.51
2364,780,186,5,192.91
2365,781,103,5,349.59
2366,781,79,5,215.46
2367,781,120,5,197.94
2368,782,101,3,148.93
2369,782,7,5,118.44
2370,782,193,4,27.92
2371,783,160,4,20.63
2372,783,69,2,242.9
2373,783,146,5,349.99
2374,783,199,2,308.38
2375,784,159,4,202.82
2376,785,52,1,14.53
2377,785,102,1,508.02
2378,786,16,4,502.0
2379,786,147,4,436.62
2380,786,37,2,538.33
2381,786,107,1,293.81
2382,786,22,1,399.25
2383,787,83,4,14.89
2384,787,92,5,145.31
2385,787,82,4,282.58
2386,787,188,3,374.71
2387,788,128,4,240.38
2388,788,171,3,463.0
2389,788,134,3,266.56
2390,789,127,2,407.41
2391,789,91,3,488.53
2392,789,26,4,58.7
2393,790,71,5,266.04
2394,790,2,4,95.38
2395,790,14,3,314.21
2396,790,99,5,78.89
2397,791,136,1,343.91
2398,791,34,3,246.77
2399,791,75,1,36.16
2400,791,175,4,93.54
2401,792,91,2,488.53
2402,792,66,2,584.58
2403,792,84,3,35.71
2404,792,28,3,233.92
2405,793,18,5,77.43
2406,793,198,5,223.99
2407,793,132,4,273.02
2408,794,2,2,95.38
2409,794,37,5,538.33
2410,794,52,4,14.53
2411,795,110,3,132.92
2412,795,5,4,111.66
2413,795,132,1,273.02
2414,795,199,1,308.38
2415,795,60,4,43.15
2416,796,63,4,159.4
2417,797,12,3,357.17
2418,797,160,3,20.63
2419,798,55,4,83.86
2420,798,132,1,273.02
2421,799,12,3,357.17
2422,799,178,1,349.05
2423,800,157,5,440.66
2424,800,189,3,272.36
2425,800,137,1,219.02
2426,800,58,2,164.63
2427,800,8,3,284.76
2428,801,4,1,200.28
2429,801,150,5,106.35
2430,801,198,4,223.99
2431,801,111,5,135.65
2432,801,164,4,237.67
2433,802,125,5,284.82
2434,802,35,3,330.21
2435,802,70,1,520.18
2436,802,87,2,219.31
2437,802,40,3,286.23
2438,803,157,3,440.66
2439,803,70,3,520.18
2440,803,135,1,55.71
2441,803,4,4,200.28
2442,804,91,4,488.53
2443,804,193,4,27.92
2444,805,131,3,293.36
2445,805,4,4,200.28
2446,805,147,2,436.62
2447,806,65,5,43.46
2448,806,174,1,191.18
2449,806,5,2,111.66
2450,806,87,4,219.31
2451,806,150,1,106.35
2452,807,184,3,45.47
2453,807,158,3,298.57
2454,808,167,2,178.64
2455,808,12,1,357.17
2456,809,136,2,343.91
2457,809,154,3,100.44
2458,809,196,5,271.04
2459,810,157,2,440.66
2460,810,5,3,111.66
2461,810,120,2,197.94
2462,811,59,1,421.7
2463,812,191,3,135.02
2464,812,113,5,124.73
2465,812,171,4,463.0
2466,812,118,4,28.97
2467,812,121,3,28.94
2468,813,94,5,206.3
2469,813,30,4,320.37
2470,813,169,3,256.85
2471,813,80,5,361.56
2472,813,18,2,77.43
2473,814,1,5,215.01
2474,814,129,2,136.72
2475,815,82,5,282.58
2476,815,165,3,79.84
2477,815,134,1,266.56
2478,815,102,5,508.02
2479,815,179,4,220.51
2480,816,63,2,159.4
2481,816,166,2,96.22
2482,817,8,5,284.76
2483,817,189,4,272.36
2484,817,165,5,79.84
2485,817,93,3,113.11
2486,818,118,4,28.97
2487,818,108,3,352.85
2488,819,54,1,35.45
2489,819,26,4,58.7
2490,819,114,4,199.65
2491,819,50,2,90.51
2492,819,180,5,344.64
2493,820,169,1,256.85
2494,820,165,3,79.84
2495,821,136,1,343.91
2496,822,139,2,135.21
2497,822,129,4,136.72
2498,822,39,3,94.03
2499,822,76,3,30.1
2500,823,80,1,361.56
2501,823,107,4,293.81
2502,823,160,2,20.63
2503,823,141,2,305.82
2504,823,152,2,245.22
2505,824,186,4,192.91
2506,824,37,1,538.33
2507,824,57,4,73.15
2508,824,168,5,93.42
2509,825,149,4,100.68
2510,825,7,5,118.44
2511,825,39,1,94.03
2512,825,44,1,474.36
2513,825,59,4,421.7
2514,826,70,4,520.18
2515,826,183,1,163.37
2516,826,139,5,135.21
2517,827,120,3,197.94
2518,827,115,3,173.98
2519,827,149,1,100.68
2520,828,108,5,352.85
2521,828,128,5,240.38
2522,828,81,1,112.67
2523,828,52,5,14.53
2524,829,160,2,20.63
2525,829,176,4,292.66
2526,829,11,5,430.48
2527,829,116,1,338.18
2528,829,192,3,303.95
2529,830,17,5,150.79
2530,830,83,5,14.89
2531,830,127,3,407.41
2532,830,155,3,476.8
2533,830,15,5,372.05
2534,831,196,4,271.04
2535,831,183,5,163.37
2536,831,161,2,421.14
2537,831,100,5,319.15
2538,831,43,3,48.94
2539,832,132,1,273.02
2540,832,114,2,199.65
2541,832,106,1,535.88
2542,832,53,4,145.79
2543,832,135,4,55.71
2544,833,39,2,94.03
2545,834,103,5,349.59
2546,834,175,1,93.54
2547,834,28,3,233.92
2548,834,47,1,582.59
2549,834,30,5,320.37
2550,835,26,5,58.7
2551,835,40,4,286.23
2552,835,146,1,349.99
2553,835,166,5,96.22
2554,835,139,2,135.21
2555,836,167,4,178.64
2556,837,103,4,349.59
2557,838,10,2,52.75
2558,838,31,2,359.62
2559,838,13,4,40.16
2560,838,117,2,119.68
2561,838,151,5,61.37
2562,839,37,2,538.33
2563,839,100,3,319.15
2564,839,142,5,27.66
2565,839,156,4,296.28
2566,839,60,3,43.15
2567,840,117,1,119.68
2568,840,12,4,357.17
2569,840,63,4,159.4
2570,840,183,3,163.37
2571,840,81,4,112.67
2572,841,158,2,298.57
2573,841,106,3,535.88
2574,841,133,3,68.09
2575,841,187,4,324.95
2576,841,58,1,164.63
2577,842,114,2,199.65
2578,842,61,2,100.74
2579,842,190,1,133.88
2580,842,26,3,58.7
2581,843,88,3,384.78
2582,843,162,4,476.08
2583,843,11,1,430.48
2584,844,33,5,331.9
2585,844,165,4,79.84
2586,844,24,5,142.48
2587,845,173,3,75.55
2588,845,190,3,133.88
2589,845,57,1,73.15
2590,845,133,3,68.09
2591,845,71,3,266.04
2592,846,138,1,318.68
2593,846,54,3,35.45
2594,846,27,4,341.09
2595,846,20,1,232.19
2596,846,80,1,361.56
2597,847,59,3,421.7
2598,847,166,1,96.22
2599,848,103,4,349.59
2600,848,138,1,318.68
2601,849,161,5,421.14
2602,849,193,5,27.92
2603,849,101,1,148.93
2604,850,150,4,106.35
2605,851,159,2,202.82
2606,851,115,2,173.98
2607,851,138,3,318.68
2608,851,14,3,314.21
2609,852,110,3,132.92
2610,852,132,4,273.02
2611,852,75,4,36.16
2612,853,76,4,30.1
2613,853,7,4,118.44
2614,853,195,3,208.26
2615,853,60,1,43.15
2616,853,198,1,223.99
2617,854,56,4,120.51
2618,854,35,2,330.21
2619,854,157,4,440.66
2620,854,82,5,282.58
2621,855,31,5,359.62
2622,855,91,4,488.53
2623,856,116,5,338.18
2624,856,181,2,66.74
2625,856,42,4,101.17
2626,857,27,4,341.09
2627,857,131,5,293.36
2628,858,182,2,395.98
2629,858,10,5,52.75
2630,859,85,5,64.37
2631,860,181,2,66.74
2632,860,170,2,82.84
2633,860,78,2,197.89
2634,861,77,4,252.54
2635,861,24,3,142.48
2636,862,141,3,305.82
2637,863,138,4,318.68
2638,863,64,4,472.34
2639,863,150,1,106.35
2640,864,54,4,35.45
2641,864,77,3,252.54
2642,864,75,4,36.16
2643,864,99,2,78.89
2644,865,89,5,331.45
2645,866,140,1,521.79
2646,866,73,4,286.55
2647,866,167,3,178.64
2648,867,30,3,320.37
2649,867,109,1,157.97
2650,867,17,2,150.79
2651,867,114,2,199.65
2652,867,1,1,215.01
2653,868,171,1,463.0
2654,868,25,3,108.42
2655,868,104,1,290.39
2656,868,145,2,408.11
2657,868,142,3,27.66
2658,869,171,1,463.0
2659,869,123,5,330.49
2660,869,99,3,78.89
2661,870,53,1,145.79
2662,870,178,2,349.05
2663,870,125,5,284.82
2664,870,116,2,338.18
2665,870,74,5,38.04
2666,871,74,2,38.04
2667,871,171,1,463.0
2668,871,164,2,237.67
2669,871,62,4,59.8
2670,872,192,5,303.95
2671,872,8,4,284.76
2672,872,148,2,370.9
2673,873,143,2,264.23
2674,874,97,5,260.06
2675,874,116,4,338.18
2676,874,118,4,28.97
2677,874,32,4,200.04
2678,875,20,4,232.19
2679,875,1,2,215.01
2680,875,36,3,205.7
2681,875,81,2,112.67
2682,876,35,2,330.21
2683,877,175,2,93.54
2684,877,179,3,220.51
2685,878,151,4,61.37
2686,878,140,4,521.79
2687,878,11,5,430.48
2688,878,19,2,375.18
2689,878,54,4,35.45
2690,879,92,1,145.31
2691,879,159,4,202.82
2692,879,190,4,133.88
2693,879,5,5,111.66
2694,880,84,2,35.71
2695,881,71,3,266.04
2696,881,104,3,290.39
2697,881,31,1,359.62
2698,882,43,1,48.94
2699,882,55,4,83.86
2700,882,63,3,159.4
2701,882,199,4,308.38
2702,882,90,3,343.43
2703,883,79,1,215.46
2704,883,36,5,205.7
2705,883,97,4,260.06
2706,883,14,2,314.21
2707,884,193,1,27.92
2708,884,33,5,331.9
2709,884,98,5,254.14
2710,884,56,3,120.51
2711,885,157,5,440.66
2712,885,163,2,314.36
2713,885,86,2,384.29
2714,885,92,4,145.31
2715,886,97,5,260.06
2716,886,68,1,516.71
2717,886,24,1,142.48
2718,886,77,2,252.54
2719,887,83,3,14.89
2720,887,1,1,215.01
2721,887,46,2,164.14
2722,887,191,3,135.02
2723,887,86,3,384.29
2724,888,141,2,305.82
2725,888,103,2,349.59
2726,888,124,5,301.09
2727,889,59,2,421.7
2728,889,147,2,436.62
2729,889,1,1,215.01
2730,889,77,3,252.54
2731,889,121,3,28.94
2732,890,97,1,260.06
2733,890,188,3,374.71
2734,890,190,4,133.88
2735,891,149,3,100.68
2736,891,51,1,235.07
2737,891,39,1,94.03
2738,892,179,5,220.51
2739,892,151,5,61.37
2740,892,118,4,28.97
2741,893,82,1,282.58
2742,893,55,3,83.86
2743,893,17,1,150.79
2744,893,35,5,330.21
2745,893,177,3,41.89
2746,894,63,4,159.4
2747,894,113,4,124.73
2748,894,127,1,407.41
2749,895,50,5,90.51
2750,895,14,1,314.21
2751,895,179,1,220.51
2752,895,136,1,343.91
2753,895,96,5,26.86
2754,896,63,5,159.4
2755,896,22,1,399.25
2756,896,80,3,361.56
2757,896,53,1,145.79
2758,897,65,2,43.46
2759,898,124,1,301.09
2760,898,137,1,219.02
2761,898,106,4,535.88
2762,898,44,5,474.36
2763,899,141,4,305.82
2764,900,12,5,357.17
2765,901,162,3,476.08
2766,901,135,2,55.71
2767,901,82,3,282.58
2768,901,109,4,157.97
2769,902,105,5,535.75
2770,903,37,4,538.33
2771,904,169,3,256.85
2772,904,51,3,235.07
2773,904,63,2,159.4
2774,904,185,2,487.43
2775,904,19,1,375.18
2776,905,9,1,131.35
2777,905,14,2,314.21
2778,905,48,5,319.6
2779,905,50,4,90.51
2780,906,166,1,96.22
2781,906,177,3,41.89
2782,906,86,2,384.29
2783,907,74,1,38.04
2784,907,190,1,133.88
2785,908,40,4,286.23
2786,908,7,4,118.44
2787,908,104,1,290.39
2788,909,81,1,112.67
2789,910,82,5,282.58
2790,910,190,2,133.88
2791,910,151,1,61.37
2792,911,103,4,349.59
2793,912,53,5,145.79
2794,912,190,2,133.88
2795,913,35,1,330.21
2796,913,72,1,71.09
2797,914,60,2,43.15
2798,914,151,2,61.37
2799,914,34,1,246.77
2800,915,97,1,260.06
2801,915,36,1,205.7
2802,915,168,5,93.42
2803,916,20,1,232.19
2804,917,66,3,584.58
2805,917,137,2,219.02
2806,918,148,2,370.9
2807,918,26,2,58.7
2808,919,94,5,206.3
2809,919,47,4,582.59
2810,920,55,2,83.86
2811,921,188,3,374.71
2812,921,154,3,100.44
2813,922,174,2,191.18
2814,922,73,3,286.55
2815,922,86,2,384.29
2816,922,33,5,331.9
2817,923,77,4,252.54
2818,923,198,1,223.99
2819,923,157,2,440.66
2820,923,114,3,199.65
2821,924,132,2,273.02
2822,924,111,1,135.65
2823,924,110,5,132.92
2824,924,50,3,90.51
2825,924,69,2,242.9
2826,925,193,4,27.92
2827,925,117,2,119.68
2828,925,163,3,314.36
2829,925,172,5,430.82
2830,926,164,4,237.67
2831,926,161,2,421.14
2832,926,93,3,113.11
2833,926,46,4,164.14
2834,926,160,1,20.63
2835,927,177,4,41.89
2836,927,46,3,164.14
2837,927,99,3,78.89
2838,928,17,2,150.79
2839,928,69,3,242.9
2840,928,125,2,284.82
2841,928,196,5,271.04
2842,928,100,1,319.15
2843,929,107,3,293.81
2844,929,77,2,252.54
2845,929,27,2,341.09
2846,929,69,4,242.9
2847,929,122,5,130.41
2848,930,41,3,547.72
2849,930,74,4,38.04
2850,930,114,4,199.65
2851,931,171,2,463.0
2852,931,60,5,43.15
2853,931,87,5,219.31
2854,932,33,5,331.9
2855,932,196,5,271.04
2856,932,163,3,314.36
2857,932,197,2,56.22
2858,933,75,4,36.16
2859,933,52,4,14.53
2860,934,39,1,94.03
2861,934,77,2,252.54
2862,934,27,4,341.09
2863,934,87,4,219.31
2864,934,122,2,130.41
2865,935,58,3,164.63
2866,935,83,4,14.89
2867,935,70,5,520.18
2868,935,55,3,83.86
2869,935,169,5,256.85
2870,936,64,4,472.34
2871,936,172,1,430.82
2872,936,148,4,370.9
2873,936,7,5,118.44
2874,937,76,4,30.1
2875,937,145,5,408.11
2876,938,158,5,298.57
2877,938,156,1,296.28
2878,939,25,5,108.42
2879,939,91,1,488.53
2880,939,58,1,164.63
2881,939,173,4,75.55
2882,940,168,1,93.42
2883,940,51,2,235.07
2884,940,178,1,349.05
2885,940,119,4,307.6
2886,940,23,2,81.81
2887,941,34,2,246.77
2888,941,98,1,254.14
2889,941,16,1,502.0
2890,941,121,3,28.94
2891,942,158,1,298.57
2892,942,109,5,157.97
2893,942,124,2,301.09
2894,942,142,4,27.66
2895,942,183,3,163.37
2896,943,54,4,35.45
2897,943,31,2,359.62
2898,943,34,5,246.77
2899,943,32,3,200.04
2900,943,74,4,38.04
2901,944,48,2,319.6
2902,944,83,5,14.89
2903,944,165,2,79.84
2904,944,72,4,71.09
2905,945,89,2,331.45
2906,945,193,2,27.92
2907,945,104,5,290.39
2908,946,118,2,28.97
2909,947,151,4,61.37
2910,947,162,5,476.08
2911,947,77,3,252.54
2912,947,3,5,404.88
2913,947,56,1,120.51
2914,948,47,4,582.59
2915,949,184,1,45.47
2916,949,75,5,36.16
2917,949,146,4,349.99
2918,949,118,4,28.97
2919,950,106,5,535.88
2920,951,56,2,120.51
2921,951,85,5,64.37
2922,952,9,1,131.35
2923,953,28,5,233.92
2924,953,44,1,474.36
2925,953,90,1,343.43
2926,953,198,4,223.99
2927,954,146,3,349.99
2928,954,155,5,476.8
2929,955,195,1,208.26
2930,956,58,3,164.63
2931,956,60,3,43.15
2932,957,122,4,130.41
2933,957,171,4,463.0
2934,958,176,5,292.66
2935,958,71,1,266.04
2936,959,12,3,357.17
2937,959,145,1,408.11
2938,959,140,1,521.79
2939,960,112,4,207.15
2940,961,56,1,120.51
2941,961,10,1,52.75
2942,961,19,4,375.18
2943,961,65,1,43.46
2944,961,140,3,521.79
2945,962,168,1,93.42
2946,962,182,1,395.98
2947,962,152,1,245.22
2948,962,170,3,82.84
2949,962,169,2,256.85
2950,963,39,5,94.03
2951,964,107,1,293.81
2952,964,31,5,359.62
2953,964,104,5,290.39
2954,964,140,1,521.79
2955,964,9,2,131.35
2956,965,37,2,538.33
2957,965,32,3,200.04
2958,965,198,5,223.99
2959,966,78,2,197.89
2960,966,142,1,27.66
2961,966,67,2,86.14
2962,967,51,1,235.07
2963,967,20,4,232.19
2964,967,109,5,157.97
2965,968,125,5,284.82
2966,969,53,5,145.79
2967,970,16,1,502.0
2968,970,21,1,79.04
2969,970,83,4,14.89
2970,970,124,1,301.09
2971,971,35,1,330.21
2972,971,181,5,66.74
2973,972,5,4,111.66
2974,972,35,1,330.21
2975,972,78,2,197.89
2976,973,143,1,264.23
2977,973,168,2,93.42
2978,973,23,5,81.81
2979,973,75,4,36.16
2980,973,24,3,142.48
2981,974,35,1,330.21
2982,974,125,5,284.82
2983,974,179,2,220.51
2984,975,122,4,130.41
2985,975,131,3,293.36
2986,975,95,4,49.93
2987,975,126,2,215.5
2988,976,19,4,375.18
2989,976,62,3,59.8
2990,976,142,5,27.66
2991,976,21,1,79.04
2992,976,10,4,52.75
2993,977,148,3,370.9
2994,978,64,2,472.34
2995,978,165,1,79.84
2996,979,73,2,286.55
2997,979,13,1,40.16
2998,979,20,3,232.19
2999,980,85,4,64.37
3000,980,14,5,314.21
3001,981,170,4,82.84
3002,981,48,5,319.6
3003,981,100,3,319.15
3004,981,18,3,77.43
3005,982,43,4,48.94
3006,982,83,3,14.89
3007,982,45,1,68.19
3008,983,36,3,205.7
3009,984,125,4,284.82
3010,984,185,5,487.43
3011,984,17,5,150.79
3012,985,181,3,66.74
3013,985,158,4,298.57
3014,985,71,4,266.04
3015,985,134,5,266.56
3016,985,135,3,55.71
3017,986,146,3,349.99
3018,986,154,1,100.44
3019,986,57,5,73.15
3020,986,15,3,372.05
3021,986,8,4,284.76
3022,987,90,3,343.43
3023,987,170,3,82.84
3024,987,103,5,349.59
3025,987,54,3,35.45
3026,988,48,1,319.6
3027,988,115,4,173.98
3028,989,100,2,319.15
3029,989,104,3,290.39
3030,990,94,1,206.3
3031,990,7,4,118.44
3032,990,67,1,86.14
3033,990,98,1,254.14
3034,991,76,3,30.1
3035,992,57,1,73.15
3036,993,131,3,293.36
3037,993,166,1,96.22
3038,993,108,5,352.85
3039,993,47,4,582.59
3040,994,2,1,95.38
3041,995,105,3,535.75
3042,995,139,1,135.21
3043,995,154,4,100.44
3044,995,16,2,502.0
3045,996,37,2,538.33
3046,996,2,5,95.38
3047,996,121,1,28.94
3048,996,105,1,535.75
3049,996,44,3,474.36
3050,997,36,2,205.7
3051,997,59,5,421.7
3052,998,47,5,582.59
3053,998,45,2,68.19
3054,999,4,4,200.28
3055,999,138,3,318.68
3056,999,72,2,71.09
3057,1000,50,3,90.51
3058,1000,92,1,145.31
3059,1000,156,1,296.28
3060,1000,152,3,245.22
3061,1000,153,1,160.01
3062,1001,186,5,192.91
3063,1002,116,2,338.18
3064,1002,155,3,476.8
3065,1002,30,1,320.37
3066,1003,64,3,472.34
3067,1004,199,3,308.38
3068,1005,82,4,282.58
3069,1005,200,2,43.53
3070,1006,197,5,56.22
3071,1006,165,5,79.84
3072,1007,2,3,95.38
3073,1007,112,1,207.15
3074,1008,126,5,215.5
3075,1008,143,4,264.23
3076,1008,11,5,430.48
3077,1009,8,5,284.76
3078,1009,33,1,331.9
3079,1010,7,3,118.44
3080,1011,160,3,20.63
3081,1012,63,5,159.4
3082,1012,78,3,197.89
3083,1012,20,2,232.19
3084,1013,195,4,208.26
3085,1013,25,5,108.42
3086,1013,168,4,93.42
3087,1013,68,4,516.71
3088,1013,74,3,38.04
3089,1014,141,2,305.82
3090,1014,10,1,52.75
3091,1015,173,4,75.55
3092,1015,143,2,264.23
3093,1015,157,3,440.66
3094,1015,58,4,164.63
3095,1015,6,5,307.71
3096,1016,173,2,75.55
3097,1017,143,2,264.23
3098,1017,150,1,106.35
3099,1017,198,2,223.99
3100,1017,30,5,320.37
3101,1018,65,5,43.46
3102,1018,62,5,59.8
3103,1018,185,1,487.43
3104,1018,104,3,290.39
3105,1019,142,4,27.66
3106,1019,83,3,14.89
3107,1019,89,5,331.45
3108,1020,79,3,215.46
3109,1020,179,2,220.51
3110,1020,197,5,56.22
3111,1020,6,1,307.71
3112,1020,140,4,521.79
3113,1021,111,3,135.65
3114,1021,146,3,349.99
3115,1021,164,2,237.67
3116,1021,13,5,40.16
3117,1021,177,5,41.89
3118,1022,110,1,132.92
3119,1022,4,4,200.28
3120,1022,97,3,260.06
3121,1022,18,4,77.43
3122,1022,187,4,324.95
3123,1023,60,3,43.15
3124,1023,116,3,338.18
3125,1024,12,2,357.17
3126,1024,22,4,399.25
3127,1024,103,4,349.59
3128,1024,82,1,282.58
3129,1025,108,5,352.85
3130,1025,170,1,82.84
3131,1026,151,2,61.37
3132,1026,142,3,27.66
3133,1026,15,2,372.05
3134,1027,132,3,273.02
3135,1028,123,4,330.49
3136,1028,186,5,192.91
3137,1029,42,3,101.17
3138,1029,164,3,237.67
3139,1029,157,4,440.66
3140,1029,102,4,508.02
3141,1029,76,2,30.1
3142,1030,3,2,404.88
3143,1030,137,2,219.02
3144,1030,73,2,286.55
3145,1031,45,5,68.19
3146,1031,55,1,83.86
3147,1031,78,1,197.89
3148,1032,21,2,79.04
3149,1032,117,3,119.68
3150,1032,182,1,395.98
3151,1033,88,5,384.78
3152,1033,64,1,472.34
3153,1033,102,3,508.02
3154,1034,87,1,219.31
3155,1034,81,4,112.67
3156,1034,118,2,28.97
3157,1034,73,4,286.55
3158,1034,150,5,106.35
3159,1035,4,3,200.28
3160,1035,42,4,101.17
3161,1035,72,1,71.09
3162,1035,43,2,48.94
3163,1036,57,2,73.15
3164,1036,169,5,256.85
3165,1037,173,3,75.55
3166,1037,154,2,100.44
3167,1037,75,2,36.16
3168,1038,83,5,14.89
3169,1039,135,2,55.71
3170,1039,100,1,319.15
3171,1040,6,4,307.71
3172,1040,36,4,205.7
3173,1040,155,2,476.8
3174,1041,154,4,100.44
3175,1041,24,3,142.48
3176,1041,114,2,199.65
3177,1041,41,5,547.72
3178,1041,26,2,58.7
3179,1042,7,1,118.44
3180,1042,78,4,197.89
3181,1043,139,3,135.21
3182,1043,197,2,56.22
3183,1043,46,5,164.14
3184,1043,31,2,359.62
3185,1044,98,1,254.14
3186,1044,155,4,476.8
3187,1044,54,2,35.45
3188,1044,122,2,130.41
3189,1045,193,1,27.92
3190,1045,9,2,131.35
3191,1045,56,5,120.51
3192,1046,129,3,136.72
3193,1046,12,5,357.17
3194,1047,2,1,95.38
3195,1047,48,4,319.6
3196,1047,39,1,94.03
3197,1048,13,2,40.16
3198,1048,28,2,233.92
3199,1048,148,3,370.9
3200,1048,62,5,59.8
3201,1048,165,2,79.84
3202,1049,155,1,476.8
3203,1049,125,1,284.82
3204,1049,22,1,399.25
3205,1049,16,2,502.0
3206,1050,166,2,96.22
3207,1050,88,2,384.78
3208,1050,111,3,135.65
3209,1050,26,4,58.7
3210,1050,97,3,260.06
3211,1051,17,3,150.79
3212,1051,132,5,273.02
3213,1051,190,3,133.88
3214,1051,95,1,49.93
3215,1052,149,1,100.68
3216,1052,160,3,20.63
3217,1052,37,3,538.33
3218,1052,59,2,421.7
3219,1053,191,1,135.02
3220,1053,60,4,43.15
3221,1054,120,3,197.94
3222,1054,137,3,219.02
3223,1054,197,4,56.22
3224,1054,20,3,232.19
3225,1055,188,1,374.71
3226,1055,74,1,38.04
3227,1055,63,5,159.4
3228,1055,114,3,199.65
3229,1056,51,1,235.07
3230,1056,174,1,191.18
3231,1056,158,4,298.57
3232,1057,110,1,132.92
3233,1057,108,3,352.85
3234,1057,183,2,163.37
3235,1057,88,4,384.78
3236,1058,18,2,77.43
3237,1058,33,5,331.9
3238,1058,7,1,118.44
3239,1058,148,3,370.9
3240,1059,141,1,305.82
3241,1059,15,5,372.05
3242,1059,105,1,535.75
3243,1059,170,2,82.84
3244,1060,63,1,159.4
3245,1060,18,4,77.43
3246,1061,161,1,421.14
3247,1061,141,4,305.82
3248,1061,175,4,93.54
3249,1061,114,4,199.65
3250,1062,86,2,384.29
3251,1062,63,2,159.4
3252,1063,176,1,292.66
3253,1063,125,5,284.82
3254,1064,150,2,106.35
3255,1064,40,4,286.23
3256,1064,19,5,375.18
3257,1065,166,4,96.22
3258,1065,132,2,273.02
3259,1065,95,4,49.93
3260,1066,22,3,399.25
3261,1067,156,2,296.28
3262,1067,80,1,361.56
3263,1068,8,2,284.76
3264,1069,87,5,219.31
3265,1069,198,5,223.99
3266,1069,63,2,159.4
3267,1069,146,2,349.99
3268,1070,54,2,35.45
3269,1071,112,5,207.15
3270,1071,89,4,331.45
3271,1071,154,4,100.44
3272,1072,54,3,35.45
3273,1072,33,1,331.9
3274,1072,123,4,330.49
3275,1072,194,5,214.77
3276,1072,138,2,318.68
3277,1073,106,3,535.88
3278,1073,88,2,384.78
3279,1073,146,5,349.99
3280,1073,19,2,375.18
3281,1074,25,1,108.42
3282,1075,171,3,463.0
3283,1075,8,2,284.76
3284,1075,100,4,319.15
3285,1076,75,2,36.16
3286,1076,48,3,319.6
3287,1076,111,1,135.65
3288,1076,114,2,199.65
3289,1077,47,2,582.59
3290,1077,72,2,71.09
3291,1077,81,4,112.67
3292,1077,89,3,331.45
3293,1078,81,4,112.67
3294,1078,193,4,27.92
3295,1078,99,3,78.89
3296,1078,158,5,298.57
3297,1079,131,2,293.36
3298,1079,76,2,30.1
3299,1079,151,3,61.37
3300,1079,110,5,132.92
3301,1080,182,1,395.98
3302,1080,95,3,49.93
3303,1080,31,4,359.62
3304,1081,81,4,112.67
3305,1081,2,5,95.38
3306,1082,146,3,349.99
3307,1082,108,4,352.85
3308,1083,86,4,384.29
3309,1083,29,2,182.94
3310,1083,37,4,538.33
3311,1083,173,4,75.55
3312,1083,14,4,314.21
3313,1084,153,3,160.01
3314,1084,60,1,43.15
3315,1085,113,3,124.73
3316,1085,150,2,106.35
3317,1085,200,1,43.53
3318,1085,56,2,120.51
3319,1085,66,5,584.58
3320,1086,78,4,197.89
3321,1087,2,2,95.38
3322,1087,48,3,319.6
3323,1087,38,4,361.94
3324,1088,141,1,305.82
3325,1088,177,3,41.89
3326,1088,180,3,344.64
3327,1088,172,4,430.82
3328,1089,119,3,307.6
3329,1089,36,1,205.7
3330,1089,96,4,26.86
3331,1089,30,1,320.37
3332,1089,134,2,266.56
3333,1090,167,5,178.64
3334,1090,157,2,440.66
3335,1091,75,4,36.16
3336,1092,175,4,93.54
3337,1092,37,2,538.33
3338,1092,199,1,308.38
3339,1092,63,5,159.4
3340,1092,50,3,90.51
3341,1093,17,4,150.79
3342,1093,184,4,45.47
3343,1093,102,4,508.02
3344,1094,102,2,508.02
3345,1095,162,5,476.08
3346,1095,57,4,73.15
3347,1095,172,2,430.82
3348,1095,36,1,205.7
3349,1096,18,2,77.43
3350,1097,7,5,118.44
3351,1097,13,3,40.16
3352,1098,69,5,242.9
3353,1098,33,2,331.9
3354,1098,100,2,319.15
3355,1098,65,2,43.46
3356,1098,198,4,223.99
3357,1099,173,5,75.55
3358,1099,148,2,370.9
3359,1099,98,5,254.14
3360,1099,6,5,307.71
3361,1100,128,1,240.38
3362,1100,186,2,192.91
3363,1100,190,4,133.88
3364,1100,164,1,237.67
3365,1101,164,5,237.67
3366,1101,174,3,191.18
3367,1101,65,4,43.46
3368,1102,35,3,330.21
3369,1102,7,5,118.44
3370,1102,144,1,563.42
3371,1102,95,1,49.93
3372,1102,108,2,352.85
3373,1103,67,3,86.14
3374,1103,160,1,20.63
3375,1104,56,1,120.51
3376,1104,96,1,26.86
3377,1104,13,3,40.16
3378,1104,168,3,93.42
3379,1104,1,4,215.01
3380,1105,122,3,130.41
3381,1106,184,5,45.47
3382,1106,177,1,41.89
3383,1106,182,2,395.98
3384,1106,165,5,79.84
3385,1106,16,5,502.0
3386,1107,164,3,237.67
3387,1107,194,3,214.77
3388,1107,187,1,324.95
3389,1107,189,1,272.36
3390,1107,10,3,52.75
